1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,4.100000000000000000e+01,9.997239000000000202e-08
1.000000000000000000e+01,8.300000000000000000e+01,9.997239000000000202e-08
1.000000000000000000e+01,1.240000000000000000e+02,9.997239000000000202e-08
1.000000000000000000e+01,1.650000000000000000e+02,9.997239000000000202e-08
1.000000000000000000e+01,2.070000000000000000e+02,9.997239000000000202e-08
1.000000000000000000e+01,2.480000000000000000e+02,9.997239000000000202e-08
1.000000000000000000e+01,2.900000000000000000e+02,1.606376999999999985e-06
1.000000000000000000e+01,3.310000000000000000e+02,1.618868000000000041e-06
1.000000000000000000e+01,3.720000000000000000e+02,1.612831000000000051e-06
1.000000000000000000e+01,4.140000000000000000e+02,1.619743000000000053e-06
1.000000000000000000e+01,4.550000000000000000e+02,1.607877999999999914e-06
1.000000000000000000e+01,4.960000000000000000e+02,1.611636999999999915e-06
1.000000000000000000e+01,5.380000000000000000e+02,1.611612000000000072e-06
1.000000000000000000e+01,5.790000000000000000e+02,1.604652000000000015e-06
1.000000000000000000e+01,6.200000000000000000e+02,1.608521000000000087e-06
1.000000000000000000e+01,6.620000000000000000e+02,1.602611000000000003e-06
1.000000000000000000e+01,7.030000000000000000e+02,1.605471999999999991e-06
1.000000000000000000e+01,7.450000000000000000e+02,1.602532999999999968e-06
1.000000000000000000e+01,7.860000000000000000e+02,1.602484000000000097e-06
1.000000000000000000e+01,8.270000000000000000e+02,1.602429000000000061e-06
1.000000000000000000e+01,8.690000000000000000e+02,1.603359999999999926e-06
1.000000000000000000e+01,9.100000000000000000e+02,1.602358000000000007e-06
1.000000000000000000e+01,9.510000000000000000e+02,1.602346999999999915e-06
1.000000000000000000e+01,9.930000000000000000e+02,1.602295999999999990e-06
1.000000000000000000e+01,1.034000000000000000e+03,1.602253000000000074e-06
1.000000000000000000e+01,1.075000000000000000e+03,1.602235000000000000e-06
1.000000000000000000e+01,1.117000000000000000e+03,1.602215000000000083e-06
1.000000000000000000e+01,1.158000000000000000e+03,1.602177000000000093e-06
1.000000000000000000e+01,1.200000000000000000e+03,1.602159000000000020e-06
1.000000000000000000e+01,1.241000000000000000e+03,1.602124999999999928e-06
1.000000000000000000e+01,1.282000000000000000e+03,1.552128000000000066e-06
1.000000000000000000e+01,1.324000000000000000e+03,1.552121000000000085e-06
1.000000000000000000e+01,1.365000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.406000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.448000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.489000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.530000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.572000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.613000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.655000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.696000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.737000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.779000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.820000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.861000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.903000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.944000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,1.985000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,2.027000000000000000e+03,1.552122999999999928e-06
1.000000000000000000e+01,2.068000000000000000e+03,1.552122999999999928e-06
1.000000000000000000e+01,2.110000000000000000e+03,1.552122999999999928e-06
1.000000000000000000e+01,2.151000000000000000e+03,1.552121999999999901e-06
1.000000000000000000e+01,2.192000000000000000e+03,1.552122999999999928e-06
1.000000000000000000e+01,2.234000000000000000e+03,1.552122999999999928e-06
1.000000000000000000e+01,2.275000000000000000e+03,1.552122999999999928e-06
1.000000000000000000e+01,2.316000000000000000e+03,1.552123999999999956e-06
1.000000000000000000e+01,2.358000000000000000e+03,1.552123999999999956e-06
1.000000000000000000e+01,2.399000000000000000e+03,1.552123999999999956e-06
1.000000000000000000e+01,2.440000000000000000e+03,1.552124999999999984e-06
1.000000000000000000e+01,2.482000000000000000e+03,1.552124999999999984e-06
1.000000000000000000e+01,2.523000000000000000e+03,1.552124999999999984e-06
1.000000000000000000e+01,2.565000000000000000e+03,1.552124999999999984e-06
1.000000000000000000e+01,2.606000000000000000e+03,1.552126000000000011e-06
1.000000000000000000e+01,2.647000000000000000e+03,1.552126000000000011e-06
1.000000000000000000e+01,2.689000000000000000e+03,1.552126000000000011e-06
1.000000000000000000e+01,2.730000000000000000e+03,1.552127000000000039e-06
1.000000000000000000e+01,2.771000000000000000e+03,1.552127000000000039e-06
1.000000000000000000e+01,2.813000000000000000e+03,1.552127000000000039e-06
1.000000000000000000e+01,2.854000000000000000e+03,1.552128000000000066e-06
1.000000000000000000e+01,2.895000000000000000e+03,1.552128000000000066e-06
1.000000000000000000e+01,2.937000000000000000e+03,1.552129000000000094e-06
1.000000000000000000e+01,2.978000000000000000e+03,1.552129000000000094e-06
1.000000000000000000e+01,3.020000000000000000e+03,1.552129000000000094e-06
1.000000000000000000e+01,3.061000000000000000e+03,1.552129999999999910e-06
1.000000000000000000e+01,3.102000000000000000e+03,1.552129999999999910e-06
1.000000000000000000e+01,3.144000000000000000e+03,1.552130999999999937e-06
1.000000000000000000e+01,3.185000000000000000e+03,1.552130999999999937e-06
1.000000000000000000e+01,3.226000000000000000e+03,1.552130999999999937e-06
1.000000000000000000e+01,3.268000000000000000e+03,1.552131999999999965e-06
1.000000000000000000e+01,3.309000000000000000e+03,1.552132999999999993e-06
1.000000000000000000e+01,3.350000000000000000e+03,1.552134000000000020e-06
1.000000000000000000e+01,3.392000000000000000e+03,1.552134000000000020e-06
1.000000000000000000e+01,3.433000000000000000e+03,1.552135000000000048e-06
1.000000000000000000e+01,3.475000000000000000e+03,1.552135000000000048e-06
1.000000000000000000e+01,3.516000000000000000e+03,1.552136000000000076e-06
1.000000000000000000e+01,3.557000000000000000e+03,1.552136000000000076e-06
1.000000000000000000e+01,3.599000000000000000e+03,1.552136000000000076e-06
1.000000000000000000e+01,3.640000000000000000e+03,1.552137000000000103e-06
1.000000000000000000e+01,3.681000000000000000e+03,1.552137999999999919e-06
1.000000000000000000e+01,3.723000000000000000e+03,1.552137999999999919e-06
1.000000000000000000e+01,3.764000000000000000e+03,1.552138999999999947e-06
1.000000000000000000e+01,3.805000000000000000e+03,1.552139999999999974e-06
1.000000000000000000e+01,3.847000000000000000e+03,1.552139999999999974e-06
1.000000000000000000e+01,3.888000000000000000e+03,1.552141000000000002e-06
1.000000000000000000e+01,3.930000000000000000e+03,1.552141000000000002e-06
1.000000000000000000e+01,3.971000000000000000e+03,1.552142000000000029e-06
1.000000000000000000e+01,4.012000000000000000e+03,1.552142000000000029e-06
1.000000000000000000e+01,4.054000000000000000e+03,1.552143000000000057e-06
1.000000000000000000e+01,4.095000000000000000e+03,1.552144000000000085e-06
1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,4.100000000000000000e+01,9.997239000000000202e-08
1.500000000000000000e+01,8.300000000000000000e+01,9.997239000000000202e-08
1.500000000000000000e+01,1.240000000000000000e+02,9.997239000000000202e-08
1.500000000000000000e+01,1.650000000000000000e+02,9.997239000000000202e-08
1.500000000000000000e+01,2.070000000000000000e+02,9.997239000000000202e-08
1.500000000000000000e+01,2.480000000000000000e+02,1.622471999999999998e-06
1.500000000000000000e+01,2.900000000000000000e+02,1.611927999999999900e-06
1.500000000000000000e+01,3.310000000000000000e+02,1.624426999999999965e-06
1.500000000000000000e+01,3.720000000000000000e+02,1.617422999999999964e-06
1.500000000000000000e+01,4.140000000000000000e+02,1.613387999999999968e-06
1.500000000000000000e+01,4.550000000000000000e+02,1.613339000000000098e-06
1.500000000000000000e+01,4.960000000000000000e+02,1.620156000000000019e-06
1.500000000000000000e+01,5.380000000000000000e+02,1.615144999999999975e-06
1.500000000000000000e+01,5.790000000000000000e+02,1.609195000000000057e-06
1.500000000000000000e+01,6.200000000000000000e+02,1.607204999999999971e-06
1.500000000000000000e+01,6.620000000000000000e+02,1.609125000000000031e-06
1.500000000000000000e+01,7.030000000000000000e+02,1.611964000000000047e-06
1.500000000000000000e+01,7.450000000000000000e+02,1.607066999999999974e-06
1.500000000000000000e+01,7.860000000000000000e+02,1.608007000000000087e-06
1.500000000000000000e+01,8.270000000000000000e+02,1.603049000000000023e-06
1.500000000000000000e+01,8.690000000000000000e+02,1.606939000000000040e-06
1.500000000000000000e+01,9.100000000000000000e+02,1.601993999999999912e-06
1.500000000000000000e+01,9.510000000000000000e+02,1.602964000000000006e-06
1.500000000000000000e+01,9.930000000000000000e+02,1.602919000000000035e-06
